EV_Charging_Station_Name,Charging_Location_ID,EV_Station_Working_Status,City_Name,Location_Area_Name,CPO_Operator,Vehicle_Name,Vehicle_Category,Session_ID,Charger_Type,Charging_Mode,Charger_Power,Connector_Type,Connector_Code,Currency,Price_per_kWh,Session_Start_Datetime,Session_End_Datetime,Duration,Duration_Minutes,Energy_Qty_kWh,Vehicle_Make_Model,Vehicle_Type,Vehicle_Battery_kWh,SOC_Start_%,SOC_End_%,Payment_Method,Payment_Status,Session_Energy_Amount,Session_Fee,Untaxed_Amount,Tax_Rate_%,Tax_Amount,Session_Total,Meter_Start_kWh,Meter_End_kWh,Session_Status,Idle_Time_Minutes,Tariff_Type
Kazam - City Square EV Hub - Katpadi,RL20443,Available,Vellore,Katpadi,Kazam,MG Windsor EV,Electric 4-Wheeler,SES-20260817-019443,AC,AC Charging,7 kW,Type 2,CN3,USD,0.42,2026-08-17 11:54:00,2026-08-17 12:46:00,00:52:00,52,4.31,Nissan Leaf,EV,38,14,25,RFID,Paid,1.81,2,3.81,10,0.38,4.19,80123.27,80127.58,Completed,9,Energy
Rebolt - GreenRoute Charging Point - Vijayanagar,RL20444,Available,Hassan,Vijayanagar,Rebolt,Ather 450X,Electric 2-Wheeler,SES-20260825-019444,AC,AC Charging,7 kW,J1772,CN2,USD,0.3,2026-08-25 07:18:00,2026-08-25 10:10:00,02:52:00,172,16.71,Tata Nexon EV,EV,3.7,53,100,UPI,Paid,5.01,1,6.01,10,0.6,6.61,192954.96,192971.67,Completed,11,Energy + Session Fee
Charge Zone - City Square EV Hub - Hosur Road,RL20445,Available,Krishnagiri,Hosur Road,Charge Zone,Tata Tiago EV,Electric 4-Wheeler,SES-20260802-019445,DC,DC Fast Charging,250 kW,CCS2,CN3,CAD,0.36,2026-08-02 00:29:00,2026-08-02 01:30:00,01:01:00,61,224.03,Chevrolet Bolt EV,EV,24,44,100,Wallet,Pending,80.65,2,82.65,13,10.74,93.4,75767.47,75991.5,Completed,2,Energy
Tata Power EZ Charge - Central Plaza - Srirangam,RL20446,Open Soon,Tiruchirappalli,Srirangam,Tata Power EZ Charge,MG Windsor EV,Electric 4-Wheeler,SES-20260722-019446,AC,AC Charging,11 kW,Type 2,CN2,CAD,0.26,2026-07-22 01:04:00,2026-07-22 03:12:00,02:08:00,128,20.3,Nissan Leaf,EV,38,44,97,RFID,Paid,5.28,2,7.28,15,1.09,8.37,76582.65,76602.95,Completed,21,Energy
ChargeMOD - Central Plaza - Dwaraka Nagar,RL20447,Available,Visakhapatnam,Dwaraka Nagar,ChargeMOD,Ather 450X,Electric 2-Wheeler,SES-20260728-019447,AC,AC Charging,3.3 kW,Type 2,CN2,USD,0.3,2026-07-28 03:27:00,2026-07-28 05:14:00,01:47:00,107,4.76,MG ZS EV,EV,3.7,55,100,Bank Card,Paid,1.43,0,1.43,0,0,1.43,114337.48,114342.24,Completed,3,Energy + Session Fee
Tata Power EZ Charge - Metro Business Park - Shahapur,RL20448,Open Soon,Belagavi,Shahapur,Tata Power EZ Charge,Ola S1 Pro,Electric 2-Wheeler,SES-20260816-019448,AC,AC Charging,3.3 kW,Type 2,CN1,USD,0.47,2026-08-16 12:39:00,2026-08-16 14:43:00,02:04:00,124,4.52,Tesla Model 3,EV,4,11,91,Wallet,Paid,2.12,1,3.12,10,0.31,3.44,218084.6,218089.12,Completed,4,Energy + Session Fee
Jio-bp pulse - PowerGrid EV Hub - Keshwapur,RL20449,Available,Hubballi,Keshwapur,Jio-bp pulse,Tesla Model Y,Electric 4-Wheeler,SES-20260901-019449,AC,AC Charging,11 kW,Type 2,CN4,CAD,0.35,2026-09-01 05:32:00,2026-09-01 06:08:00,00:36:00,36,4.6,Nissan Leaf,EV,75,23,29,Bank Card,Paid,1.61,0,1.61,13,0.21,1.82,40543.4,40548,Completed,18,Energy
Zeon Charging - UrbanCharge Station - Thavakkara,RL20450,Temp Closed,Kannur,Thavakkara,Zeon Charging,Kia EV6,Electric 4-Wheeler,SES-20260815-019450,AC,AC Charging,11 kW,J1772,CN3,CAD,0.3,2026-08-15 20:11:00,2026-08-15 22:19:00,02:08:00,128,17.71,Rivian R1T,EV,77.4,47,70,RFID,Paid,5.31,0,5.31,5,0.27,5.58,461001.46,461019.17,Completed,5,Energy
Rebolt - Tech Park Charging Hub - Bejai,RL20451,Open Soon,Mangaluru,Bejai,Rebolt,Nissan Leaf,Electric 4-Wheeler,SES-20260725-019451,AC,AC Charging,22 kW,J1772,CN3,USD,0.33,2026-07-25 00:45:00,2026-07-25 02:22:00,01:37:00,97,22.24,MG ZS EV,EV,40,60,100,RFID,Paid,7.34,0.5,7.84,8,0.63,8.47,42632.93,42655.17,Completed,8,Time + Energy
Tata Power EZ Charge - Urban Nest Residency - Madhurawada,RL20452,Available,Visakhapatnam,Madhurawada,Tata Power EZ Charge,Tata Nexon EV,Electric 4-Wheeler,SES-20260826-019452,AC,AC Charging,11 kW,Type 2,CN1,USD,0.34,2026-08-26 10:22:00,2026-08-26 12:37:00,02:15:00,135,16.92,Hyundai Ioniq 5,EV,40.5,37,79,Wallet,Paid,5.75,0,5.75,10,0.58,6.33,175664.23,175681.15,In Progress,0,Time + Energy
ChargeMOD - City Centre Mall - Kazipet,RL20453,Open Soon,Warangal,Kazipet,ChargeMOD,Kia Carens EV,Electric 4-Wheeler,SES-20260822-019453,AC,AC Charging,22 kW,Type 2,CN4,CAD,0.31,2026-08-22 15:55:00,2026-08-22 18:41:00,02:46:00,166,34.96,Polestar 2,EV,50,43,100,Bank Card,Paid,10.84,2,12.84,5,0.64,13.48,332357.8,332392.76,Completed,15,Energy
Zeon Charging - Iron Hill Apartments - Porur,RL20454,Available,Chennai,Porur,Zeon Charging,Mahindra XEV 9e,Electric 4-Wheeler,SES-20260810-019454,AC,AC Charging,3.3 kW,J1772,CN4,CAD,0.3,2026-08-10 12:52:00,2026-08-10 13:16:00,00:24:00,24,0.93,BYD Atto 3,EV,79,38,40,Wallet,Paid,0.28,2,2.28,5,0.11,2.39,203371.24,203372.17,Completed,10,Energy + Session Fee
Ather Grid - SmartCharge Point - Hebbal,RL20455,Available,Mysuru,Hebbal,Ather Grid,BYD Seal,Electric 4-Wheeler,SES-20260802-019455,AC,AC Charging,7 kW,Type 2,CN2,CAD,0.34,2026-08-02 10:51:00,2026-08-02 12:26:00,01:35:00,95,7.57,Volkswagen ID.4,EV,82.5,28,37,Wallet,Paid,2.57,1,3.57,5,0.18,3.75,469935.02,469942.59,Completed,1,Energy
Bolt.Earth - City Square EV Hub - Bypass Road,RL20456,Available,Madurai,Bypass Road,Bolt.Earth,Tesla Model 3,Electric 4-Wheeler,SES-20260801-019456,DC,DC Fast Charging,25 kW,CCS2,CN1,CAD,0.4,2026-08-01 22:50:00,2026-08-01 23:44:00,00:54:00,54,18.68,Polestar 2,EV,60,29,60,UPI,Paid,7.47,0,7.47,15,1.12,8.59,373044.47,373063.15,Completed,13,Energy
Charge Zone - PowerGrid EV Hub - Edappally,RL20457,Temp Closed,Kochi,Edappally,Charge Zone,Tata Nexon EV,Electric 4-Wheeler,SES-20260722-019457,DC,DC Fast Charging,100 kW,CCS2,CN1,CAD,0.27,2026-07-22 18:27:00,2026-07-22 19:20:00,00:53:00,53,65.97,Polestar 2,EV,40.5,33,100,RFID,Paid,17.81,0.5,18.31,13,2.38,20.69,459905.58,459971.55,Completed,24,Energy + Session Fee
Ather Grid - Business Bay - Bejai,RL20458,Available,Mangaluru,Bejai,Ather Grid,MG ZS EV,Electric 4-Wheeler,SES-20260728-019458,AC,AC Charging,7 kW,J1772,CN2,USD,0.31,2026-07-28 04:11:00,2026-07-28 07:04:00,02:53:00,173,18.2,Ford Mustang Mach-E,EV,50.3,23,59,RFID,Paid,5.64,1,6.64,8,0.53,7.17,31569.69,31587.89,Completed,26,Energy
Charge Zone - Central Plaza - Kangeyam Road,RL20459,Available,Tiruppur,Kangeyam Road,Charge Zone,MG Comet EV,Electric 4-Wheeler,SES-20260730-019459,AC,AC Charging,7 kW,J1772,CN3,USD,0.33,2026-07-30 03:15:00,2026-07-30 06:03:00,02:48:00,168,14.53,Volkswagen ID.4,EV,17.3,48,100,Bank Card,Paid,4.79,0,4.79,0,0,4.79,144761.96,144776.49,Completed,20,Energy
Kazam - EcoDrive Hub - Vidyanagar,RL20460,Temp Closed,Shivamogga,Vidyanagar,Kazam,Hyundai Ioniq 5,Electric 4-Wheeler,SES-20260816-019460,AC,AC Charging,3.3 kW,J1772,CN4,USD,0.34,2026-08-16 07:31:00,2026-08-16 09:40:00,02:09:00,129,6.27,Polestar 2,EV,72.6,29,38,Network App,Paid,2.13,1,3.13,10,0.31,3.44,389035.76,389042.03,In Progress,0,Energy
Rebolt - Business Bay - Vinayak Nagar,RL20461,Available,Nizamabad,Vinayak Nagar,Rebolt,Tata Tigor EV,Electric 4-Wheeler,SES-20260724-019461,DC,DC Fast Charging,100 kW,CCS2,CN3,USD,0.3,2026-07-24 09:43:00,2026-07-24 10:03:00,00:20:00,20,21.72,MG ZS EV,EV,26,34,100,UPI,Paid,6.52,2,8.52,0,0,8.52,193358.03,193379.75,Completed,1,Time + Energy
Zeon Charging - EV Mobility Hub - Fairlands,RL20462,Available,Salem,Fairlands,Zeon Charging,Citroen eC3 Aircross,Electric 4-Wheeler,SES-20260801-019462,DC,DC Fast Charging,250 kW,CCS2,CN2,USD,0.31,2026-08-01 22:18:00,2026-08-01 23:12:00,00:54:00,54,168.4,MG ZS EV,EV,29.2,42,100,UPI,Paid,52.2,0,52.2,8,4.18,56.38,310784.92,310953.32,Completed,6,Energy
Statiq - GreenRoute Charging Point - Sathuvachari,RL20463,Temp Closed,Vellore,Sathuvachari,Statiq,Tata Punch EV,Electric 4-Wheeler,SES-20260820-019463,AC,AC Charging,3.3 kW,Type 2,CN1,USD,0.3,2026-08-20 18:03:00,2026-08-20 20:24:00,02:21:00,141,5.49,Chevrolet Bolt EV,EV,35,50,66,Wallet,Paid,1.65,0.5,2.15,8,0.17,2.32,49149.1,49154.59,Completed,22,Energy
Charge Zone - Urban Nest Residency - Arundelpet,RL20464,Available,Guntur,Arundelpet,Charge Zone,Hero Vida V1,Electric 2-Wheeler,SES-20260730-019464,AC,AC Charging,7 kW,Type 1,CN3,USD,0.32,2026-07-30 15:44:00,2026-07-30 18:05:00,02:21:00,141,11.91,Ford Mustang Mach-E,EV,3.9,12,92,RFID,Paid,3.81,1,4.81,0,0,4.81,72097.7,72109.61,Cancelled,0,Energy + Session Fee
Bolt.Earth - Central Plaza - Kaloor,RL20465,Available,Kochi,Kaloor,Bolt.Earth,Ola S1 Pro,Electric 2-Wheeler,SES-20260814-019465,AC,AC Charging,3.3 kW,Type 2,CN1,USD,0.31,2026-08-14 01:57:00,2026-08-14 02:51:00,00:54:00,54,2.34,Polestar 2,EV,4,9,67,RFID,Paid,0.73,2,2.73,5,0.14,2.86,148697.76,148700.1,Completed,24,Energy
Charge Zone - EcoDrive Hub - Seelanaickenpatti,RL20466,Open Soon,Salem,Seelanaickenpatti,Charge Zone,Mahindra XUV400 EV,Electric 4-Wheeler,SES-20260731-019466,AC,AC Charging,22 kW,J1772,CN4,USD,0.35,2026-07-31 08:21:00,2026-07-31 10:34:00,02:13:00,133,32.94,Tata Nexon EV,EV,39.4,28,100,Network App,Paid,11.53,1,12.53,5,0.63,13.16,61202.8,61235.74,In Progress,0,Energy + Session Fee
Charge Zone - EV Mobility Hub - Saravanampatti,RL20467,Open Soon,Coimbatore,Saravanampatti,Charge Zone,Citroen eC3,Electric 4-Wheeler,SES-20260818-019467,AC,AC Charging,11 kW,Type 1,CN4,CAD,0.34,2026-08-18 15:25:00,2026-08-18 17:29:00,02:04:00,124,14.5,Ford Mustang Mach-E,EV,29.2,8,58,RFID,Paid,4.93,0,4.93,13,0.64,5.57,85153.63,85168.13,Cancelled,0,Energy + Session Fee
Tata Power EZ Charge - Iron Hill Apartments - Arundelpet,RL20468,Available,Guntur,Arundelpet,Tata Power EZ Charge,MG ZS EV,Electric 4-Wheeler,SES-20260728-019468,AC,AC Charging,22 kW,Type 2,CN2,CAD,0.36,2026-07-28 16:08:00,2026-07-28 17:54:00,01:46:00,106,27.1,Volkswagen ID.4,EV,50.3,54,100,Bank Card,Paid,9.76,0,9.76,5,0.49,10.24,335902.99,335930.09,Completed,3,Energy + Session Fee
Tata Power EZ Charge - Gateway Charging Station - Gokul Road,RL20469,Temp Closed,Hubballi,Gokul Road,Tata Power EZ Charge,BYD Seal,Electric 4-Wheeler,SES-20260829-019469,AC,AC Charging,7 kW,Type 2,CN3,CAD,0.32,2026-08-29 12:45:00,2026-08-29 13:58:00,01:13:00,73,6.09,Hyundai Ioniq 5,EV,82.5,36,43,Network App,Paid,1.95,1,2.95,13,0.38,3.33,334106.52,334112.61,Completed,13,Energy + Session Fee
Jio-bp pulse - Tech Park Charging Hub - Kazipet,RL20470,Temp Closed,Warangal,Kazipet,Jio-bp pulse,Mahindra XUV400 EV,Electric 4-Wheeler,SES-20260827-019470,DC,DC Fast Charging,50 kW,CCS2,CN4,CAD,0.25,2026-08-27 20:02:00,2026-08-27 20:23:00,00:21:00,21,10.67,Rivian R1T,EV,39.4,25,52,Bank Card,Paid,2.67,2,4.67,13,0.61,5.27,379257.18,379267.85,Completed,11,Energy
Tata Power EZ Charge - Metro Business Park - Vavilalapally,RL20471,Open Soon,Karimnagar,Vavilalapally,Tata Power EZ Charge,TVS iQube,Electric 2-Wheeler,SES-20260818-019471,AC,AC Charging,22 kW,Type 1,CN2,CAD,0.28,2026-08-18 20:29:00,2026-08-18 21:18:00,00:49:00,49,13.45,MG ZS EV,EV,5.3,44,100,UPI,Paid,3.77,0,3.77,13,0.49,4.26,362354.69,362368.14,Completed,6,Time + Energy
Charge Zone - Tech Park Charging Hub - Mancherial Road,RL20472,Open Soon,Karimnagar,Mancherial Road,Charge Zone,BYD Atto 3,Electric 4-Wheeler,SES-20260901-019472,AC,AC Charging,11 kW,Type 2,CN3,CAD,0.39,2026-09-01 04:57:00,2026-09-01 06:59:00,02:02:00,122,12.83,Kia EV6,EV,60.5,29,50,UPI,Paid,5,0.5,5.5,13,0.72,6.22,126991.71,127004.54,Completed,9,Energy + Session Fee
Statiq - Tech Park Charging Hub - Fairlands,RL20473,Available,Salem,Fairlands,Statiq,Hero Vida V1,Electric 2-Wheeler,SES-20260806-019473,DC,DC Fast Charging,50 kW,CHAdeMO,CN2,CAD,0.25,2026-08-06 16:25:00,2026-08-06 17:00:00,00:35:00,35,16.68,Rivian R1T,EV,3.9,42,100,Wallet,Paid,4.17,0,4.17,15,0.63,4.8,420110.3,420126.98,Completed,14,Energy
Statiq - Tech Park Charging Hub - Punkunnam,RL20474,Available,Thrissur,Punkunnam,Statiq,Ola S1 Pro,Electric 2-Wheeler,SES-20260809-019474,AC,AC Charging,22 kW,Type 2,CN2,CAD,0.26,2026-08-09 18:09:00,2026-08-09 20:46:00,02:37:00,157,42.56,BMW i4,EV,4,24,100,UPI,Paid,11.07,2,13.07,5,0.65,13.72,20433.06,20475.62,Completed,30,Energy + Session Fee
Kazam - Tech Park Charging Hub - Eranhipalam,RL20475,Available,Kozhikode,Eranhipalam,Kazam,TVS iQube,Electric 2-Wheeler,SES-20260810-019475,AC,AC Charging,7 kW,Type 2,CN1,CAD,0.3,2026-08-10 23:23:00,2026-08-11 00:01:00,00:38:00,38,3.9,Nissan Leaf,EV,5.3,34,100,Network App,Paid,1.17,0,1.17,13,0.15,1.32,297585.58,297589.48,Cancelled,0,Energy
Ather Grid - Tech Park Charging Hub - Srirangam,RL20476,Available,Tiruchirappalli,Srirangam,Ather Grid,Ola S1 Air,Electric 2-Wheeler,SES-20260722-019476,AC,AC Charging,22 kW,Type 2,CN3,CAD,0.26,2026-07-22 13:36:00,2026-07-22 16:03:00,02:27:00,147,33.88,Chevrolet Bolt EV,EV,3,39,100,Bank Card,Paid,8.81,0.5,9.31,15,1.4,10.71,474537.62,474571.5,Completed,11,Energy
Charge Zone - EcoDrive Hub - Nungambakkam,RL20477,Available,Chennai,Nungambakkam,Charge Zone,MG Windsor EV,Electric 4-Wheeler,SES-20260818-019477,AC,AC Charging,11 kW,Type 2,CN3,CAD,0.28,2026-08-18 04:36:00,2026-08-18 05:52:00,01:16:00,76,8.4,Ford Mustang Mach-E,EV,38,10,32,Network App,Paid,2.35,0,2.35,15,0.35,2.7,495300.65,495309.05,Completed,21,Energy + Session Fee
Charge Zone - Tech Park Charging Hub - Technopark,RL20478,Available,Thiruvananthapuram,Technopark,Charge Zone,Tata Tiago EV,Electric 4-Wheeler,SES-20260825-019478,AC,AC Charging,3.3 kW,Type 2,CN4,USD,0.43,2026-08-25 09:20:00,2026-08-25 10:11:00,00:51:00,51,1.63,BYD Atto 3,EV,24,32,39,Network App,Paid,0.7,0,0.7,10,0.07,0.77,140059.28,140060.91,Completed,24,Energy
Kazam - GreenRoute Charging Point - Electronic City,RL20479,Available,Bengaluru,Electronic City,Kazam,Tata Tigor EV,Electric 4-Wheeler,SES-20260813-019479,AC,AC Charging,7 kW,Type 2,CN4,CAD,0.3,2026-08-13 12:03:00,2026-08-13 13:56:00,01:53:00,113,11.38,Nissan Leaf,EV,26,57,100,Bank Card,Paid,3.41,2,5.41,13,0.7,6.12,294650.64,294662.02,Completed,10,Energy + Session Fee
Jio-bp pulse - EcoDrive Hub - Shahapur,RL20480,Available,Belagavi,Shahapur,Jio-bp pulse,MG Comet EV,Electric 4-Wheeler,SES-20260814-019480,AC,AC Charging,3.3 kW,Type 2,CN1,CAD,0.35,2026-08-14 04:43:00,2026-08-14 06:53:00,02:10:00,130,5.65,Kia EV6,EV,17.3,62,95,Wallet,Paid,1.98,1,2.98,15,0.45,3.42,203994.27,203999.92,Cancelled,0,Energy
Zeon Charging - Grand Residency - Dargamitta,RL20481,Available,Nellore,Dargamitta,Zeon Charging,Tata Punch EV,Electric 4-Wheeler,SES-20260824-019481,AC,AC Charging,22 kW,Type 2,CN1,CAD,0.29,2026-08-24 15:22:00,2026-08-24 16:39:00,01:17:00,77,24.62,BYD Atto 3,EV,35,19,89,Network App,Paid,7.14,0,7.14,13,0.93,8.07,7024.05,7048.67,Cancelled,0,Energy
Charge Zone - Green Valley Apartments - Srirangam,RL20482,Open Soon,Tiruchirappalli,Srirangam,Charge Zone,Ola S1 Air,Electric 2-Wheeler,SES-20260827-019482,AC,AC Charging,7 kW,Type 2,CN2,CAD,0.28,2026-08-27 07:55:00,2026-08-27 10:25:00,02:30:00,150,10.72,MG ZS EV,EV,3,16,96,UPI,Paid,3,0,3,5,0.15,3.15,228406.21,228416.93,Completed,1,Energy
Jio-bp pulse - SmartCharge Point - Fairlands,RL20483,Available,Salem,Fairlands,Jio-bp pulse,MG Windsor EV,Electric 4-Wheeler,SES-20260815-019483,DC,DC Fast Charging,25 kW,CCS2,CN3,USD,0.27,2026-08-15 20:26:00,2026-08-15 20:36:00,00:10:00,10,3.05,MG ZS EV,EV,38,43,51,Network App,Paid,0.82,1,1.82,0,0,1.82,491475.77,491478.82,Completed,24,Time + Energy
Statiq - UrbanCharge Station - KK Nagar,RL20484,Available,Madurai,KK Nagar,Statiq,Ather Rizta,Electric 2-Wheeler,SES-20260805-019484,AC,AC Charging,7 kW,J1772,CN3,CAD,0.35,2026-08-05 23:49:00,2026-08-06 01:16:00,01:27:00,87,8.02,Chevrolet Bolt EV,EV,3.7,60,100,Network App,Paid,2.81,0.5,3.31,13,0.43,3.74,284065.57,284073.59,Completed,27,Energy
Zeon Charging - City Centre Mall - Alipiri,RL20485,Open Soon,Tirupati,Alipiri,Zeon Charging,Ola S1 Air,Electric 2-Wheeler,SES-20260825-019485,DC,DC Fast Charging,100 kW,CCS2,CN3,CAD,0.32,2026-08-25 16:47:00,2026-08-25 16:59:00,00:12:00,12,11.57,Rivian R1T,EV,3,58,100,RFID,Paid,3.7,0.5,4.2,13,0.55,4.75,76997.37,77008.94,Interrupted,0,Energy + Session Fee
Rebolt - Central Plaza - Edappally,RL20486,Temp Closed,Kochi,Edappally,Rebolt,Tata Punch EV,Electric 4-Wheeler,SES-20260802-019486,AC,AC Charging,22 kW,Type 2,CN3,CAD,0.35,2026-08-02 22:14:00,2026-08-03 00:13:00,01:59:00,119,26.7,Kia EV6,EV,35,35,100,Bank Card,Paid,9.34,0.5,9.84,13,1.28,11.12,128517.9,128544.6,Completed,3,Energy
Statiq - Iron Hill Apartments - Vavilalapally,RL20487,Available,Karimnagar,Vavilalapally,Statiq,Kia EV6,Electric 4-Wheeler,SES-20260723-019487,AC,AC Charging,22 kW,Type 2,CN3,CAD,0.28,2026-07-23 11:32:00,2026-07-23 12:37:00,01:05:00,65,20.02,Polestar 2,EV,77.4,22,48,Bank Card,Paid,5.61,0,5.61,13,0.73,6.33,49484.35,49504.37,In Progress,0,Energy
Statiq - City Square EV Hub - Kuvempunagar,RL20488,Open Soon,Mysuru,Kuvempunagar,Statiq,Tesla Model Y,Electric 4-Wheeler,SES-20260819-019488,AC,AC Charging,11 kW,Type 2,CN2,CAD,0.28,2026-08-19 08:11:00,2026-08-19 09:19:00,01:08:00,68,9.05,Rivian R1T,EV,75,54,66,Bank Card,Paid,2.53,1,3.53,15,0.53,4.06,56022.64,56031.69,Completed,4,Energy
Jio-bp pulse - Business Bay - Hampankatta,RL20489,Available,Mangaluru,Hampankatta,Jio-bp pulse,BYD Atto 3,Electric 4-Wheeler,SES-20260726-019489,AC,AC Charging,22 kW,Type 2,CN4,CAD,0.35,2026-07-26 15:54:00,2026-07-26 18:27:00,02:33:00,153,31.37,Hyundai Ioniq 5,EV,60.5,41,93,Bank Card,Paid,10.98,0,10.98,13,1.43,12.41,371475.36,371506.73,Completed,1,Energy
Rebolt - GreenRoute Charging Point - Sathuvachari,RL20490,Available,Vellore,Sathuvachari,Rebolt,Ather Rizta,Electric 2-Wheeler,SES-20260826-019490,AC,AC Charging,7 kW,J1772,CN1,CAD,0.33,2026-08-26 08:10:00,2026-08-26 09:44:00,01:34:00,94,9.81,Polestar 2,EV,3.7,15,95,Wallet,Paid,3.24,0,3.24,5,0.16,3.4,75386.51,75396.32,Completed,8,Energy
ChargeMOD - Business Bay - MG Road,RL20491,Available,Bengaluru,MG Road,ChargeMOD,Tesla Model 3,Electric 4-Wheeler,SES-20260828-019491,AC,AC Charging,3.3 kW,Type 2,CN4,CAD,0.33,2026-08-28 22:18:00,2026-08-29 01:01:00,02:43:00,163,5.59,Chevrolet Bolt EV,EV,60,64,73,UPI,Paid,1.84,0.5,2.34,15,0.35,2.7,130459.9,130465.49,Completed,21,Time + Energy
Tata Power EZ Charge - SmartCharge Point - Cantonment,RL20492,Available,Tiruchirappalli,Cantonment,Tata Power EZ Charge,Tata Tiago EV,Electric 4-Wheeler,SES-20260830-019492,DC,DC Fast Charging,25 kW,CCS2,CN1,CAD,0.41,2026-08-30 04:01:00,2026-08-30 05:01:00,01:00:00,60,20.59,Nissan Leaf,EV,24,20,100,Wallet,Paid,8.44,0,8.44,13,1.1,9.54,147819.01,147839.6,Completed,5,Energy + Session Fee
Zeon Charging - GreenRoute Charging Point - Gachibowli,RL20493,Temp Closed,Hyderabad,Gachibowli,Zeon Charging,Hyundai Creta Electric,Electric 4-Wheeler,SES-20260807-019493,AC,AC Charging,3.3 kW,J1772,CN4,CAD,0.31,2026-08-07 03:25:00,2026-08-07 06:08:00,02:43:00,163,6.84,Volkswagen ID.4,EV,51.4,9,22,Bank Card,Paid,2.12,0,2.12,13,0.28,2.4,173217.65,173224.49,Completed,17,Energy
Charge Zone - Premium Auto Care - Eranhipalam,RL20494,Open Soon,Kozhikode,Eranhipalam,Charge Zone,Tata Tiago EV,Electric 4-Wheeler,SES-20260815-019494,AC,AC Charging,7 kW,Type 2,CN1,CAD,0.36,2026-08-15 22:41:00,2026-08-16 01:04:00,02:23:00,143,10.77,Nissan Leaf,EV,24,31,76,Wallet,Paid,3.88,1,4.88,5,0.24,5.12,43414.14,43424.91,Completed,10,Energy
ChargeMOD - City Square EV Hub - Kangeyam Road,RL20495,Available,Tiruppur,Kangeyam Road,ChargeMOD,MG ZS EV,Electric 4-Wheeler,SES-20260731-019495,AC,AC Charging,7 kW,J1772,CN4,CAD,0.28,2026-07-31 09:58:00,2026-07-31 12:06:00,02:08:00,128,9.36,Polestar 2,EV,50.3,28,47,Bank Card,Paid,2.62,1,3.62,5,0.18,3.8,331245.64,331255,Completed,11,Energy + Session Fee
Rebolt - Tech Park Charging Hub - Punkunnam,RL20496,Available,Thrissur,Punkunnam,Rebolt,Ather 450X,Electric 2-Wheeler,SES-20260821-019496,AC,AC Charging,11 kW,J1772,CN4,USD,0.46,2026-08-21 06:31:00,2026-08-21 07:10:00,00:39:00,39,5.44,Volkswagen ID.4,EV,3.7,54,100,Bank Card,Paid,2.5,1,3.5,10,0.35,3.85,349188.46,349193.9,Completed,3,Energy + Session Fee
Kazam - Tech Park Charging Hub - Mancherial Road,RL20497,Available,Karimnagar,Mancherial Road,Kazam,Bajaj Chetak EV,Electric 2-Wheeler,SES-20260806-019497,AC,AC Charging,22 kW,Type 1,CN2,USD,0.35,2026-08-06 13:49:00,2026-08-06 16:41:00,02:52:00,172,51.18,Tesla Model 3,EV,3.2,41,100,RFID,Paid,17.91,0,17.91,10,1.79,19.7,370343.34,370394.52,Interrupted,0,Energy + Session Fee
Jio-bp pulse - UrbanCharge Station - Poranki,RL20498,Available,Vijayawada,Poranki,Jio-bp pulse,Mahindra XUV400 EV,Electric 4-Wheeler,SES-20260813-019498,AC,AC Charging,22 kW,Type 2,CN1,USD,0.4,2026-08-13 13:10:00,2026-08-13 15:41:00,02:31:00,151,39.92,Nissan Leaf,EV,39.4,33,100,UPI,Paid,15.97,0,15.97,8,1.28,17.25,231164.78,231204.7,In Progress,0,Energy
Statiq - Premium Auto Care - Katpadi,RL20499,Open Soon,Vellore,Katpadi,Statiq,Mahindra XUV400 EV,Electric 4-Wheeler,SES-20260725-019499,AC,AC Charging,11 kW,Type 2,CN2,CAD,0.3,2026-07-25 18:15:00,2026-07-25 20:59:00,02:44:00,164,26.91,Tata Nexon EV,EV,39.4,65,100,Bank Card,Paid,8.07,1,9.07,13,1.18,10.25,66095.97,66122.88,Completed,7,Energy
ChargeMOD - Highway Charge Hub - Sagar Road,RL20500,Available,Shivamogga,Sagar Road,ChargeMOD,Mahindra XUV400 EV,Electric 4-Wheeler,SES-20260815-019500,AC,AC Charging,3.3 kW,Type 2,CN2,CAD,0.26,2026-08-15 11:34:00,2026-08-15 13:40:00,02:06:00,126,5.34,Volkswagen ID.4,EV,39.4,42,56,Wallet,Paid,1.39,0,1.39,13,0.18,1.57,387617.71,387623.05,Completed,7,Energy + Session Fee
ChargeMOD - PowerGrid EV Hub - Madhurawada,RL20501,Available,Visakhapatnam,Madhurawada,ChargeMOD,Hero Vida V1,Electric 2-Wheeler,SES-20260828-019501,AC,AC Charging,7 kW,Type 2,CN3,CAD,0.28,2026-08-28 23:19:00,2026-08-29 00:05:00,00:46:00,46,4.72,Chevrolet Bolt EV,EV,3.9,64,100,Bank Card,Paid,1.32,2,3.32,13,0.43,3.75,128999.8,129004.52,Completed,7,Energy + Session Fee
Zeon Charging - Central Plaza - Tiruchanoor Road,RL20502,Available,Tirupati,Tiruchanoor Road,Zeon Charging,Tata Tigor EV,Electric 4-Wheeler,SES-20260804-019502,DC,DC Fast Charging,150 kW,CCS2,CN2,CAD,0.25,2026-08-04 15:24:00,2026-08-04 15:49:00,00:25:00,25,47.63,MG ZS EV,EV,26,29,100,RFID,Paid,11.91,0,11.91,5,0.6,12.5,305853.1,305900.73,Completed,10,Energy
